title	text
រ៉ូង	<p>(ឧ.) សូរ​ឮ​ដោយ​វត្ថុ​រឹង​ស្រួយ​រណ្ដំ​គ្នា ដូច​យ៉ាង​កូន​ផ្ដិល​រណ្ដំ​នឹង​មេ​ផ្តិល​ជាដើម ។ រ៉ូងរ៉ាង សូរ​ឮ​រ៉ូង​ៗ​រ៉ាង ។</p>
រូត	<p>(កិ.) ចាប់​ច្បូត​ប្រមូល: រូត​វាំងនន ។ កិ. ឬ កិ. វិ. ស្រូត​រួសរាន់: ដើរ​រូត ។ ស្រូត​រូត (ម. ព. ស្រូត) ។</p>
រូតរះ	<p>(កិ. ឬ កិ. វិ.) ស្រូត​រួត; រវៀស​រវៃ, ម្នី​ម្នា: ដើរ​រូតរះ, ធ្វើ​ការ​រូតរះ ។</p>
រូប	<p>សំ. បា. (ន.) ធម្មជាត​ដែល​ប្រែប្រួល​ឬ​វិនាស​ដោយ​ហេតុ​ផ្សេង​ៗ​មាន​ក្ដៅ​និង​ត្រជាក់​ជាដើម; អ្វី​ៗ​ដែល​ប្រាកដ​ដល់​ភ្នែក; រាង, សណ្ឋាន, ទ្រង់, ទ្រង់ទ្រាយ; អង្គ, ខ្លួន, ខ្លួន​ប្រាណ; លំអ ។ល។ រូប​គេ, រូប​យើង, រូប​ល្អ, រូប​អាក្រក់; មនុស្ស​សត្វ​រាល់​រូប​សុទ្ធ​តែ​មិន​ទៀង​ដូច​គ្នា ។ សម្រាប់​ប្រើ​ជា​ចុង​ចំនួន រាប់​បព្វជិត​ឲ្យ​ដឹង​ថា​ប៉ុន្មាន: ភិក្ខុ​មួយ​រូប, សាមណេរ​ពីរ​រូប, តាបស​មួយ​រូប, បរិញ្វជក​ច្រើន​រូប ។ ពាក្យ​ចុង​ចំនួន​រាប់ មាន​ទម្លាប់​ឲ្យ​ប្រើ​ផ្សេង​គ្នា​តាម​ថ្នាក់​បុគ្គល​គឺ ព្រះ​ពុទ្ធ, ព្រះ​បច្ចេក​ព
រូប --	<p>(ម. ក្នុង ព. រូប) ។</p>
រូបា	<p>រូប៉ា បា. (ន.) (ពហុ. &lt; រូប) រូប​ទាំងឡាយ: រាល់​រូបា, គ្រប់​រូបា (ព. កា.): សព្វ​សត្វ​ទាំងឡាយ ខំ​ប្រឹង​ខ្វល់​ខ្វាយ ថែ​ទាំ​រូបា កាល​រូប​ប្រែប្រួល ពុំ​ដូច​ធម្មតា សឹង​ភ្ញាក់​អាត្មា ឆ្លេឆ្លា​រក​សុខ ។ល។</p>
រូបា --	<p>រូប៉ា មើល​ក្នុង​ពាក្យ រូប ។</p>
រូបិនី	<p>រូ-ប៉ិ-- មើល​ពាក្យ រូបី គុ. ឬ ន. ។</p>
រូបី	<p>រូប៉ី បា. (ន.) (រូបិយ) ប្រាក់; រូបិយៈ​ដែល​អ្នក​ប្រទេស​ឥណ្ឌា​ប្រើ​ចាយ​សព្វ​ថ្ងៃ​នេះ, គេ​ហៅ​ថា រូពី ។ បា. (គុ. ឬ ន.) ដែល​មាន​រូប, ដែល​មាន​លំអ; បុរស​អ្នក​មាន​លំអ; ប្រើ​ស្រី​ជា រូបិនី នាង​ល្អ (ព. កា.): រូបី​រូបិនី ជន​ទាំង​ទ្វី​ប្រាស្រ័យ​គ្នា កើត​បាន​ជា​រូបា ឥត​អ្នក​ណា​ស្គាល់​ប្រភព ។ល។</p>
រូពី	<p>មើល​ក្នុង​ពាក្យ រូបី ១ ន. ។</p>
រូស	<p>(កិ.) ធ្វើ​ឲ្យ​មុត, ឲ្យ​ដាច់ ដោយ​ដែក​អង្រូស: ចាប់​ដែក​អង្រូស​រូស​ឈើ ។ កោស​រលាត់​ដូច​ជា​ត្រូវ​ដោយ​ដែក​អង្រូស: បន្លា​ឈូក​រូស​ភ្លៅ ។ ព. ប្រ. រូស​នាយ​រូស​អាយ ឬ កោស​រូស និយាយ​ដៀមដាម​បញ្ឆិតបញ្ឆៀង​នាយអាយ ដោយ​ច្រណែន, ដោយ​បញ្ឈឺ​ចិត្ត; រំអុក​បៀត​បៀន​យក​នេះ​យក​នោះ ។</p>
រូហាន	<p>(ម. ព. រូ) ។</p>
រួច	<p>(កិ. ឬ កិ. វិ.) របូត​ផុត; រដោះ; ស្រេច, ហើយ, ហើយ​ស្រេច; រហូត, រហូត​ដល់; ទទួល​ទម្ងន់​បាន; បាន, កើត, ចេញ ។ល។ ; រួច​ពី​ដៃ របូត​ផុត​ពី​ដៃ; រួច​ពី​ទុក្ខ រដោះ​ពី​ទុក្ខ; ធ្វើ​ការ​រួច ធ្វើ​ការ​ស្រេច; លើក​រួច លើក​បាន; ទៅ​រួច ទៅ​បាន, ទៅ​កើត; ស្ដី​រួច ស្ដី​កើត, ស្ដី​ចេញ; អាន​សំបុត្រ​រួច អាន​សំបុត្រ​ដាច់, អាន​សំបុត្រ​បាន ។ល។</p>
រួចរាល់	<p>ខ្មែរ. ការបញ្ចេញសំឡេង. (កិ. ឬ កិ. វិ.) រួច​រាល់​គ្នា, រួច​រាល់​មុខ, រួច​សព្វ​គ្រប់, ស្រេចបាច់: ធ្វើ​ការ​រួច​រាល់ ។</p>
រួញ	<p>(កិ. ឬ គុ.) ថយ​ប្រវែង​ឬ​ទំហំ​ព្រោះ​យឺត, លឹប​ចូល: ស្បែក​រួញ, សរសៃ​រួញ, ស្លាប​មាន់​ត្រូវ​ភ្លើង​រួញ ។ ចិត្ត​រួញ ឬ រួញ​ចិត្ត ចិត្ត​ក្រាញ​ថយ​ឬ​ក្រាញ​ចិត្ត ។ល។</p>
រួញរា	<p>(កិ.) រួញ​ថយ​ក្រោយ, ញញើតញញើម: ចិត្ត​រួញរា (ម. ព. រញ់ ផង) ។</p>
រួត	<p>(កិ.) ព័ទ្ធ​ក្រសោប​រួប​រឹត​ចូល: ពស់​ថ្លាន់​រួត​មាន់ ។ រួត​រឹត រួត​ដោយ​រឹត​ខ្លាំង (ម. ព. រឹត ន. ផង) ។ (ន.) ជាន់; ថ្នាក់; ស្រទាប់: ឆត្រ​រួត ឆត្រ​មាន​ជាន់​ជា​ថ្នាក់​ៗ ធំ​ក្រោម​តូច​លើ​តាម​លំដាប់; ប្រាសាទ​កំពូល ៧ រួត ប្រាសាទ​មាន​កំពូល ៧ ថ្នាក់; ពែ​បី​រួត ពែ​បី​ស្រទាប់ ។</p>
រួន	<p>ស. (គុ.) (រ្វ់ន អ. ថ. រួន) ផុស ឬ​ស្អុយ​ខូច; ខ្មែរ​ប្រើ​ចំពោះ​តែ​ស៊ុត​សត្វ: ពង​មាន់​រួន (ម. ខ្ព. ឬ ព. គ. ថា ស៊ុត​មាន់​រួន) ។</p>
រួប	<p>(កិ. ឬ កិ. វិ.) ចាប់​ប្រមូល, ក្របួច, ក្រសោប: ចាប់​រួប​ដៃ​ទាំង​ពីរ, និយាយ​រួប, ចង​រួប​គ្នា ។</p>
រួបរឹត	<p>(កិ. ឬ កិ. វិ.) ឱប​ក្រសោប​រឹត, រួម​រឹត​ចូល: ចាប់​រួបរឹត, ឱប​រួបរឹត ។ ប្រជុំ​ចុះ, ចោមរោម: ចង្រៃ​រួបរឹត, ជំងឺ​រួបរឹត ។</p>
រួបរួម	<p>(កិ. ឬ កិ. វិ.) ប្រមូល​រួម​គ្នា; មូល​មួយ​នឹង​គ្នា: រួប​រួម​សេចក្ដី; នៅ​រួប​រួម, ធ្វើ​បុណ្យ​រួប​រួម​គ្នា ។</p>
រួម	<p>(កិ.) ផ្សំ​បញ្ចូល​គ្នា; ចូល​គ្នា; ប្រមូល​ឲ្យ​មូល​គ្នា; មូល​មួយ​នឹង​គ្នា: រួម​សេចក្ដី; ដាក់​រួម​គ្នា, ធ្វើ​ការ​រួម​គ្នា ។ រួម​គំនិត, រួម​ចិត្ត ចូល​គំនិត​គ្នា ។ រួម​ដៃ​គ្នា ចូល​ដៃ​គ្នា ។ រួម​ដំណេក, រួម​ដំណេក​បង្គុយ រួម​បវេណី ធ្វើ​មេថុន​សេវនៈ ។ រួមរ័ក (ស. រ្វ់មរ័ក អ. ថ. រួមរ៉ាក់ “រួម​ស្រឡាញ់”) រួម​សេចក្ដី​ស្រឡាញ់ គឺ​រួម​ស្នេហា​របស់​បុរស​ស្ត្រី ។ រួមរក្ស ឬ--រក្សា រួម​គ្នា​រក្សា, ជួយ​រក្សា​គ្នា ។ រួម​សុខ​ទុក្ខ រួម​ចិត្ត​គំនិត​ទទួល​សុខ​ទុក្ខ​ផង​គ្នា (ច្រើន​និយាយ​តែ​ពី​ស្វាមី​ភរិយា); ប្រើ​សំដៅ​សេចក្
រួយ	<p>(កិ.) ថយ​កម្លាំង​ព្រោះ​ស្រយង់​ឬ​ស្រពន់: រួយ​ដៃ, រួយ​ជើង, រួយ​មាត់ ។</p>
រួល	<p>(កិ.) ស្ងោរ​ត្រី​ត្រឹមតែ​មួយ​អំពុះ​តូច បម្រុង​ទុក​ប្រើ​ការ​ក្នុង​ពេល​ខាង​មុខ: រួលអស្វ។ គុ. ដែល​រួល​រួច​ហើយ: ត្រី​រួល ។</p>
រួស	<p>(គុ. ឬ កិ. វិ.) រហ័ស, ឆាប់: គោ​រួស គោ​ដែល​រហ័ស​ស្រណុក​ប្រើ; ឆ្នាំង​រួស ឆ្នាំង​ដែល​ដាំ​ឆាប់​ពុះ​ទឹក; រួស​មាត់ ដែល​បាន​មាត់​បាន​ពាក្យ​ឆាប់​ស្ដី​និយាយ: មនុស្ស​រួស​មាត់​រួស​ក ។ រួសរ៉ា ឆាប់រ៉ា (ព. កា.): ប្រញាប់​រួសរ៉ា បង្អង់​ដល់​ណា ឲ្យ​ខាត​វេលា ឆាប់​ៗ​វៃ​ៗ កុំ​ឈរ​រេរា​យើង​ទាំងអស់​គ្នា ជា​កម្មករ ។ ការ​មាន​កម្រិត លោក​ដាក់​កំហិត ឲ្យ​យើង​ឈូឆរ កាន់​ការ​រទែង ប្រឹងប្រែង​សាទរ មិន​ឲ្យ​មាន​ឈរ ឈប់​ខុស​ពេល​ម៉ោង ។</p>
រួសរក	<p>(កិ.) រក​ដោយ​រួសរាន់, ប្រញាប់​រក: រួស​រក​ទ្រព្យ, រួស​រក​របរ ។ ច្រើន​ប្រើ​ក្នុង​កាព្យ: អ្នក​គ្រប់គ្រង​ផ្ទះ មិន​ចង់​ឲ្យ​ខ្វះ រួស​រក​ទ្រព្យា ឲ្យ​មាន​គ្រប់​គ្រាន់ ទាន់​កាល​វេលា ឃើញ​ខ្វះ​ទ្រព្យ​ណា ប្រឹង​រក​ទ្រព្យ​នោះ ។</p>
រួសរាយ	<p>(កិ. វិ. ឬ គុ.) រួស​មាត់​ដោយ​ការ​រាក់ទាក់: និយាយ​រួសរាយ; សម្ដី​រួសរាយ ។</p>
រួសរ៉ាវ	<p>(កិ. វិ. ឬ គុ.) រហ័ស​មាត់​មិន​ទាក់​មិន​ទច់: និយាយ​រួសរ៉ាវ, អាន​សំបុត្រ​រួសរ៉ាវ; សម្ដី​រួសរ៉ាវ, រួសរ៉ាវ​ចំពោះ​ភ្ញៀវ, រួសរ៉ាវ​រក​គ្នា, រាក់ទាក់​រួសរ៉ាវ ។</p>
រើ	<p>(កិ.) យក​ចេញ, ជញ្ជូន​ចេញ​អំពី​កន្លែង​មួយ​ទៅ​ដាក់​កន្លែង​ផ្សេង: រើ​អីវ៉ាន់​ពី​ផ្ទះ​ចាស់​ទៅ​ដាក់​ក្នុង​ផ្ទះ​ថ្មី ។ លើក​យក​ចេញ​អំពី​គំនរ: រើ​ឧស ។ ប្រឹង​ស្ទុះ​ច្រឡោត​ឡើង: គោ​ផុង​ក្នុង​ភក់​ខំ​ប្រឹង​រើ​រមួល​ខ្លួន ។ បង្រះ​ប្រែប្រួល​ត្បុល​រុល​ឡើង​លើ: ក្មេង​ដេក​ចេះ​តែ​រើ ។ ក្អែ​អាហារ​ចេញ​ពី​មាត់: សុខន​រើ​ចំណី​ឲ្យ​កូន​ស៊ី ។ កែ​ប្រែ: រើ​សម្ដី, រើ​សេចក្ដី, រើ​បញ្ញត្តិ ។ រើ​ខ្លួន រលាស់​ឬ​ដក​ខ្លួន​ចេញ; ប្រឹង​កែ​ឬ​ដោះ​ខ្លួន​ឲ្យ​រួច​ផុត​ពី​ការ​ទាក់ទិន ។ រើ​បង្គុយ ប្រែ​បង្គុយ ។ រើ​បន្ទុក (ព. ប្រ.) លែង​នៅ​ក្នុ
រ៉ើក​ៗ	<p>(គុ.) ដែល​ស្ដើង​សើក​ប៉ប្រើក: ស្ដើង​រ៉ើក​ៗ ។</p>
រ៉ើង​ៗ	<p>(គុ.) ដែល​ស្ដើង, រខាក ប៉ើង​រ៉ើង: ស្ដើង​រ៉ើង​ៗ, សម្រាស់​រ៉ើង​ៗ ។</p>
រើប	<p>(កិ. ឬ គុ.) ផ្ដើម​រក​កល់​ជា​ជំងឺ; ដែល​ទើប​នឹង​ងើប​ពី​ឈឺ​ធ្ងន់: ទើប​នឹង​បាន​ជា​រើប​ៗ ។ ដែល​ស្គម​ណាស់​ហើយ រក​កល់​ត្រឡប់​មាន​សាច់​មាន​ឈាម​ឡើង​វិញ: ពី​ដើម​ស្គម​ណាស់ ឥឡូវ​បាន​រើប​សាច់​បន្តិច ។ ចម្រើន​បន្តិច​ៗ​ឡើង​វិញ: ទឹក​ជំនន់​ស្រក​ទៅ​ហើយ ឥឡូវ​បាន​រើប​បន្តិច​ឡើង​វិញ; លក់​ដូរ​ខាត​ស្ទើរ​តែ​នឹង​រលំ ឥឡូវ​បាន​រើប​បន្តិច​ៗ​ឡើង​វិញ​ហើយ ។</p>
រើម	<p>(ន.) ឈ្មោះ​រោគ​កើត​នៅ​ស្បែក ឡើង​ពង​ផេរ; រើម​មាន ២ ប្រភេទ​គឺ រើម​ខ្សាច់ ឬ រើម​អង្កាម រើម​ដែល​ឡើង​ពង​ផេរ​ល្អិត​ៗ ស្រដៀង​នឹង​ចែង​ថ្ងៃ បណ្ដាល​ឲ្យ​សង្កៀរ​ក្រហាយ​បន្តិច​ៗ; រើម​ដំរី ឬ រើម​ធំ រើម​ដែល​ឡើង​ពង​ផេរ​ធំ​ៗ​ជា​ខ្សែ​បណ្ដាល​ឲ្យ​ឈឺ​សង្កៀរ​ក្រហាយ​ចាប់​ពើត​ខ្លាំង ។</p>
រើស	<p>(កិ.) ស្រាល់​ជ្រើស, សម្រាំង​យក​តាម​ពេញ​ចិត្ត​ឬ​តាម​ត្រូវ​ការ: ទិញ​ទំនិញ​ត្រូវ​រើស​មើល, រើស​យក​តែ​ល្អ​ៗ ។ លើក​ដាក់​ដោយ​ឡែក​ពី​គ្នា: រើស​ដាក់​ដោយ​ខ្លួន​ៗ ។ ស្រង់​យក​មក​ប្រមូល​គ្នា: រើស​យក​សេចក្ដី​ពី​ក្នុង​គម្ពីរ​ផ្សេង​ៗ​មក​រៀប​រៀង ។ ចាប់​កាន់​យក​អ្វី​មួយ​ដែល​ជ្រុះ​ដែល​ធ្លាក់: ក្មេង​ដណ្ដើម​គ្នា​រើស​ផ្លែ​ស្វាយ ។ បាន​របស់​ដែល​គេ​ភ្លេច ឬ​បាត់​ដោយ​ជ្រុះ​ជាដើម: ខ្ញុំ​ដើរ​តាម​ផ្លូវ​មក​រើស​បាន​កាំបិត​បត់​មួយ ។ រើស​មុខ កិ. វិ. ដោយ​យល់​មុខ, ដោយ​យោគ​យល់: ស្រឡាញ់​រើស​មុខ, សង្រ្គោះ​ពុំ​រើស​មុខ ។</p>
រើស​ត្អើស	<p>(កិ.) រើស​អើង, រើស​រក​តែ​ល្អ: ស៊ី​ទៅ​កុំ​រើស​ត្អើស​ពេក !</p>
រើស​អើង	<p>(កិ.) រើស​យក, ប្រកាន់​យក​តែ​តាម​គាប់​ចិត្ដ; រើស​អាហារ, មិន​រាន​ចំណី: យក​ណា​យក​ទៅ កុំ​រើស​អើង​ពេក !; រើស​អើង​ចំណី ។</p>
រើ​អៀង	<p>មើល​ក្នុង​ពាក្យ រើ ។</p>
រឿ	<p>(គុ.) ដែល​រក​កល់​ចាស់ ឬ​ចាស់​បន្តិច​ដែរ​ហើយ: គោ​រឿ, ក្រមុំ​រឿ, ដើម​រឿ ។ កិ. វិ. ដែល​ធ្វើ​ឲ្យ​រួញ​ទាប​ទាល​ថយ​ចុះ: អារ​រឿ​សាច់​ឈើ ។</p>
រឿង	<p>(ន.) និទាន, សេចក្ដី​តំណាល; ដំណើរ; សេចក្ដី; ហេតុ, ការណ៍, ដើម​ហេតុ; ទង​គន្លង; អធិករណ៍ ។ល។: តំណាល​រឿង; ថ្លែង​រឿង, និយាយ​រឿង;... ។ ចាប់​រឿង ចាប់​ហេតុ, ប្រកាន់​ដំណើរ ។ តែង​រឿង តែង​និទាន​ចេញ​ពី​គំនិត​ឯង ។ បង្ក​រឿង បង្ក​ហេតុ ។ មាន​រឿង មាន​ហេតុ; មាន​អធិករណ៍ ។ រក​រឿង បង្ក​ហេតុ, បង្ក​ជម្លោះ ។ អស់​រឿង អស់​ដំណើរ, អស់​អាថ៌​កំបាំង, អស់​យ៉ាង: លេង​ឲ្យ​អស់​រឿង​ ។ល។ រឿង​តំណាល រឿង​ដែល​គេ​តំណាល​ប្រាប់ ។ រឿង​និទាន​ រឿង​ពិត​ដែល​មាន​ក្នុង​គម្ពីរ​ដីកា, ក្នុង​ប្រវត្តិ​សាស្រ្ត ។ រឿង​បុរាណ​ រឿង​ពី​យូរ​អង្វែង​មក​ហើយ ។ រ
រឿងរ៉ាវ	<p>เรื่องราว ស. (ន.) (រាéវ អ. ថ. រ៉ាវ់ “ប្រេះ, ឆា, ស្រាំ”) រឿង​ប្រេះឆា, ដំណើរ​មោះមៃ​នឹង​គ្នា, អធិករណ៍: កើត​មាន​រឿងរ៉ាវ ។ ប្រើ​យារ​ៗ​មក សំដៅ​សេចក្ដី​ចំពោះ​រឿង​ទាំងពួង​ក៏​បាន: និយាយ​រឿងរ៉ាវ, នាំ​រឿងរ៉ាវ ។ រីងរៃ</p>
រឿណរង្គ	<p>រឿនរង់ ព. ក្ល. (ន.) (&lt; រណរង្គ; រណ + រង្គ) សមរភូមិ (ទី​ចម្បាំង): ស្លាប់​ក្នុង​រឿណរង្គ ។ ប្រើ​យារ​មក​ទៀត សំដៅ​សេចក្ដី​ថា “ទី​លេង​មហោស្រព; ទី​ប្រជុំ​ធំ​ដែល​មាន​ការ​លេង​ល្បែង​រីករាយ​សប្បាយ” ផង​ក៏​បាន: ល្ខោន​រាំ​កណ្ដាល​រឿណរង្គ; លេង​ល្បែង​ក្នុង​រឿងណរង្គ ។ (ម. ព. រណៈ និង រង្គ ផង) ។ សំ. បា.</p>
រឿនហ្លួង	<p>ស. (ន.) ក្រុម​ឱភាស​មន្ត្រី ឬ​ក្រុម​ព្រះ​រាជ​មន្ទីរ: ក្រុម​រឿនហ្លួង, ចាងហ្វាង​រឿនហ្លួង, មន្ត្រី​រឿនហ្លួង ។</p>
រឿយ	<p>(និ. ជា កិ. វិ.) គ្រឿន; ស្មើ​ៗ; ញយ, ញឹកញយ: អណ្ដែត​រឿយ; ទៅ​មក​តែ​រឿយ, តែង​ឃើញ​រឿយ​ៗ, ពិចារណា​រឿយ​ៗ (បា. ថា បនប្បុនំ, ចាស់​ៗ​ពី​ដើម​ប្រើ​ពាក្យ​នេះ​ខ្លះ​ដែរ: ខ្ញុំ​ធ្លាប់​ទៅ​បុនប្បុនំ) ។</p>
រៀង	<p>(កិ. ឬ កិ. វិ.) ដាក់​តាម​លំដាប់; ធ្វើ​ឲ្យ​ត្រូវ​លំដាប់, ឲ្យ​ត្រូវ​របៀប, ឲ្យ​ត្រូវ​ជួរ, ឲ្យ​ជា​ជួរ: រៀង​លេខ, ដាក់​រៀង​គ្នា, ឈរ​រៀង​គ្នា, ដើម​ឈើ​ដុះ​រៀង​គ្នា ។ ប្រែ​រៀង​សេចក្ដី ប្រែ​ពី​ភាសា​មួយ​មក​ជា​ភាសា​ដទៃ​រៀង​សេចក្ដី​មិន​ឲ្យ​លើស​មិន​ឲ្យ​ខ្វះ ។ ដែល​ត​ៗ​គ្នា​តាម​លំដាប់; ដរាប: រៀង​តាម​ផ្លូវ; តែង​មាន​រៀង​មក ។ រាល់, សព្វ, គ្រប់: រៀង​ខ្លួន រាល់​ខ្លួន, សព្វ​ខ្លួន ។ រៀង​រាល់​ថ្ងៃ រាល់​ថ្ងៃ​ជា​ដរាប ។ រៀង​រាប រៀង​ដរាប ។ រៀង​រាយ រាយ​តាម​លំដាប់ ។ គុ. លេខ​រៀង លេខ​ដែល​រៀង​តាម​លំដាប់​ ។ល។</p>
រៀន	<p>(កិ.) សិក្សា, ខំ​សង្កេត​ឲ្យ​ចេះ, ទទួល​យក​ចំណេះ; ហាត់, ហ្វឹក: រៀន​អក្សរ, រៀន​ចំណេះ, រៀន​ធ្វើ​ការ ។ រៀន​សូត្រ ឬ សូត្រ​រៀន រៀន​ដោយ​ទន្ទេញ, ដោយ​ស្វាធ្យាយ ឲ្យ​ចង​ចាំ ។ល។ ខោមានលក់នៅមាត</p>
រៀប	<p>(កិ.) ធ្វើ​ឲ្យ​មាន​របៀប, ចាត់​របៀប: រៀប​ផ្ទះ, រៀប​ស្រុក ។ តែង, តាក់តែង; ប្រុង​ចាំ: រៀប​ខ្លួន (តែង​ខ្លួន ឬ​ប្រុង​ខ្លួន​ចាំ) ។ ចាត់​ការ​ធ្វើ​អាពាហ៍​ពិពាហ៍​ឲ្យ​តាម​របៀប: រៀប​កូន​ឲ្យ​មាន​ផ្ទះ​សម្បែង ។ (និ.) ទៀប, ហៀប, ជិត, រក​កល់; ទៀប​នឹង... រក​កល់​នឹង, ស្ទើរ​នឹង: រៀប​ស្លាប់; រៀប​លា​គ្នា; រៀប​នឹង​ទៅ, រៀប​នឹង​បាន, រៀប​នឹង​ដល់ ។ រៀប​នឹង</p>
រៀបចំ	<p>(កិ.) រៀប​ឲ្យ​ត្រឹមត្រូវ, ឲ្យ​ចុះ​របៀប, ឲ្យ​ត្រូវ​បែប: រៀប​ចំ​ផ្ទះ, រៀប​ចំ​សេចក្ដី, រៀប​ចំ​ខ្លួន​ប្រាណ ។ ចាត់​ការ​ធ្វើ​អាពាហ៍​ពិពាហ៍​ឲ្យ​ដោយ​ត្រឹមត្រូវ​តាម​របៀប: រៀប​ចំ​កូន​ចៅ​ឲ្យ​មាន​ផ្ទះ​សម្បែង ។</p>
រៀបរប	<p>(ម. ព. រប) ។</p>
រៀបរាប់	<p>(ម. ព. រាប់​រៀប) ។</p>
រៀបរៀង	<p>(កិ.) ធ្វើ​ឲ្យ​មាន​របៀប​រៀង​គ្នា, ដាក់​រៀង​តាម​របៀប: រៀប​រៀង​តាម​លំដាប់, ដាក់​ឲ្យ​រៀប​រៀង​គ្នា ។ ស្រង់​សេចក្ដី​ពី​នេះ​ខ្លះ ពី​នោះ​ខ្លះ​ មក​ចង​ក្រង​រៀប​ជា​របៀប (មិន​មែន​ប្រែ​ឬ​តែង​ខ្លួន​ឯង): សៀវភៅ​នេះ​ដែល​លោក​គ្រូ​ខ្ញុំ​រៀប​រៀង ។</p>
រៀម	<p>(ន.) (រ. ស. បង): ព្រះ​រៀម, សម្ដេច​ព្រះ​រៀម ។</p>
រៀម​ច្បង	<p>(ន.) ជន​ដែល​ជា​ចម្បង​ក្នុង​ត្រកូល ឬ​ក្នុង​ពួក​នីមួយ; ច្រើន​និយាយ​ថា ត្រកូល​រៀម​ច្បង រៀម​ច្បង​ក្នុង​ត្រកូល; ចាស់​ទុំ​រៀម​ច្បង រៀម​ច្បង​ដែល​ជា​ចាស់​ព្រឹទ្ធាចារ្យ; ឬ​ថា ចាស់​ព្រឹទ្ធាចារ្យ​ត្រកូល​រៀម​ច្បង (ម. ព. ព្រឹទ្ធាចារ្យ ផង) ។</p>
រៀរ៉ាយ	<p>ស. (កិ. វិ. ឬ គុ.) ដែល​រាត់​រាយ, ខ្ចាត់​ខ្ចាយ, រតាត់រតាយ, រោយ​រាយ: ដាក់​ចោល​រៀរ៉ាយ; របស់​រៀរ៉ាយ (មាន​ប្រើ​ខ្លះ​តែ​ក្នុង​កាព្យ​ឃ្លោង) ។</p>
រៀរ៉ៃ	<p>ស. (កិ.) អង្គាស​ប្រាក់​កាស​ជាដើម យក​តាម​ស្ម័គ្រ​ចិត្ត​របស់​អ្នក​ចូល: រៀរ៉ៃ​ប្រាក់​ធ្វើ​បុណ្យ ។ ប្រើ​ជា គុ. ក៏​បាន: ប្រាក់​រៀរ៉ៃ, កថិន​រៀរ៉ៃ (ច្រើន​ប្រើ​តែ​ខាង​ខែត្រ​បាត់ដំបង) ។</p>
រៀល	<p>(កិ.) ភ្លាត់​កៃ, ភ្លាត់​គន្លឹះ, ជ្រុល​រអិល​ទៅ: កៃ​កាំភ្លើង​រៀល ។ គុ. ដែល​មាន​ចួន​រណ្ដំ​ពី​មួយ​ទៅ​មួយ​ត​ៗ​គ្នា​រាល់​ឃ្លា: ពាក្យ​រៀល, ដូច​ជា: ចេះ​មិន​ឈ្នះ​ចង់, ត្រង់​មិន​ឈ្នះ​ទាល់, កល​មិន​ឈ្នះ​គិត, ឫទ្ធិ​មិន​ឈ្នះ​រោគ, លោក​មិន​ឈ្នះ​លាញ, ទាញ​មិន​ឈ្នះ​ទៅ, នៅ​មិន​ឈ្នះ​នាង, រាង​មិន​ឈ្នះ​រាគ, លាក​មិន​ឈ្នះ​លោភ, ល្មោភ​មិន​ចេះ​ល្មម, ព្រម​មិន​ឈ្នះ​ព្រេង (ពាក្យ​ឧកញ៉ា​សុត្តន្ត​ប្រីជា អិន បាត់ដំបង; មាន​អត្ថន័យ​រាក់​ៗ​ដែរ​ទេ) ។ ស.សំ.; បា. (ន.) (ហ្រើ្យញ ឬ ហ្រេ្យញ អ. ថ. ហ្រៀន; ល. ហ្យ្លន អ. ថ. ហ្លៀន; ហិរណ្យ; ហិ
រេ	<p>(កិ.) ងាក, បែរ រឿយ​ៗ: រេ​ខ្លួន, រេ​គំនិត, រេ​ចុះ​រេ​ឡើង, ខ្លែង​រេ​តាម​ខ្យល់ ។ រេ​រក រក​ដោយ​រេ​គំនិត, ដោយ​លៃ​លក ។ រេ​រង់ រេ​ចុះ​រេ​ឡើង​រង់​ចាំ (វេវ. រារង់) ។ រេ​រា រា​ចុះ​រា​ឡើង​បង្អែ​បង្អង់: ឈរ​រេ​រា ។ រេ​តាម​ខ្យល់ (ព. ប្រ.) ងាក​គំនិត​តាម​តែ​គេ​បំបែរ (ប្រៀប​ដូច​ខ្លែង​ដែល​រេ​តាម​ខ្យល់) ។ រិះ​រេ (ម. ព. រិះ) ។</p>
រ៉េ	<p>(កិ. វិ.) ដែល​មាន​សន្ទុះ​យ៉ាង​រហ័ស (ច្រើន​និយាយ​​ចំពោះ​សត្វ​វារ​តូច​ៗ មាន​ជាស​និង​ថ្លែន​ជាដើម): ជាស​រត់​រ៉េ​ចូល​រន្ធ ។</p>
រេខា	<p>សំ. (ន.) ស្នាម; គំនូស; បន្ទាត់, ស្នាម​បន្ទាត់; តារាង​ដែល​គូស ។ រេខា​បត្រ (--ប័ត) ក្រដាស​មាន​បន្ទាត់ ។ល។</p>
