(10) @2SA 2:12	<p-n>@2 Samuel 2:12</p-n>	Abner, hijo de Ner, y los sirvientes de Isboset, hijo de Saúl, salieron desde Mahanaim a Gabaón. 
(10) @2SA 2:13	<p-n>@2 Samuel 2:13</p-n>	Joab, hijo de Sarvia, y los sirvientes de David salieron y los encontraron a ellos en el estanque de Gabaón. Allí ellos se sentaron, un grupo a un lado del estanque y el otro al otro lado.
(10) @2SA 2:14	<p-n>@2 Samuel 2:14</p-n>	Abner le dijo a Joab: "Deja que los hombres jóvenes se levanten y compitan ante nosotros." Entonces Joab dijo: "Que se levanten." 
(10) @2SA 2:15	<p-n>@2 Samuel 2:15</p-n>	Entonces los hombres jóvenes se levantaron y se juntaron, doce para Benjamín e Isboset hijo de Saúl, y doce de los sirvientes de David.
(10) @2SA 2:16	<p-n>@2 Samuel 2:16</p-n>	Cada hombre agarró a su oponente por la cabeza y enterró su espada en el costado de su oponente, y ellos cayeron juntos. Por lo tanto, ese lugar fue llamado en hebreo: "Helcat Hazurim," o "Campo de las Espadas," el cual está en Gabaón. 
(10) @2SA 2:17	<p-n>@2 Samuel 2:17</p-n>	La batalla fue muy severa ese día y Abner y los hombres de Israel fueron derrotados delante de los sirvientes de David.
(10) @2SA 2:18	<p-n>@2 Samuel 2:18</p-n>	Los tres hijos de Sarvia estaban allí: Joab, y Abisai y Asael. Asael era rápido sobre sus pies como una gacela salvaje. 
(10) @2SA 2:19	<p-n>@2 Samuel 2:19</p-n>	Asael persiguió a Abner de cerca y lo siguió sin desviarse en ninguna dirección.
(10) @2SA 2:20	<p-n>@2 Samuel 2:20</p-n>	Abner miró detrás de él y dijo: "¿Ese eres tú, Asael?" Él le respondió: "Soy yo." 
(10) @2SA 2:21	<p-n>@2 Samuel 2:21</p-n>	Abner le dijo: "Vira a tu derecha o a tu izquierda, y agarra a uno de los hombres jóvenes y toma su armadura." Pero Asael no quiso desviarse.
(10) @2SA 2:22	<p-n>@2 Samuel 2:22</p-n>	Abner le dijo otra vez a Asael: "Deja de perseguirme. ¿Por qué habría yo de derribarte al suelo? ¿Cómo entonces podría mirar de frente a Joab, tu hermano?" 
(10) @2SA 2:23	<p-n>@2 Samuel 2:23</p-n>	Pero Asael no quiso dejar de hacerlo, así que Abner lo apuñaló en el cuerpo con la punta chata de la lanza, de manera que la lanza salió del otro lado. Asael cayó y murió allí. Así que cualquiera que llegaba al lugar donde Asael cayó y murió, se detenía y se quedaba quieto.
(10) @2SA 2:24	<p-n>@2 Samuel 2:24</p-n>	Pero Joab y Abisai persigueron a Abner. Cuando el sol estaba bajando, ellos vinieron a la colina de Amma, la cual está cerca de Gía por el camino al desierto de Gabaón. 
(10) @2SA 2:25	<p-n>@2 Samuel 2:25</p-n>	Todos los hombres de Benjamín se juntaron detrás de Abner y se pararon en la cima de la colina.
(10) @2SA 2:26	<p-n>@2 Samuel 2:26</p-n>	Entonces Abner llamó a Joab y dijo: "¿Debe la espada devorar para siempre? ¿No sabes que al final será amargo? ¿Cuánto tiempo pasará antes de que tú le digas a tus hombres que dejen de perseguir a sus hermanos?" 
(10) @2SA 2:27	<p-n>@2 Samuel 2:27</p-n>	Joab respondió: "¡Vive Dios, si no hubieras dicho eso, mis soldados hubieran perseguido a sus hermanos hasta la mañana!"
(10) @2SA 2:28	<p-n>@2 Samuel 2:28</p-n>	Así que, Joab sonó la trompeta, y todos sus hombres se detuvieron y no persiguieron más a Israel, ni tampoco pelearon más. 
(10) @2SA 2:29	<p-n>@2 Samuel 2:29</p-n>	Abner y sus hombres viajaron toda esa noche a través del Arabá. Ellos cruzaron el Jordán, marcharon toda la mañana siguiente, y entonces llegaron a Mahanaim.
(10) @2SA 2:30	<p-n>@2 Samuel 2:30</p-n>	Joab regresó de perseguir a Abner. Él reunió a todos sus hombres, de los cuales faltaban Asael y diecinueve de los soldados de David. 
(10) @2SA 2:31	<p-n>@2 Samuel 2:31</p-n>	Pero los hombres de David habían matado 360 hombres de Benjamín con Abner. 
(10) @2SA 2:32	<p-n>@2 Samuel 2:32</p-n>	Entonces ellos tomaron a Asael y lo sepultaron en la tumba de su padre, que estaba en Belén. Joab y sus hombres viajaron toda la noche y les cayó el día en Hebrón.
(10) @2SA 3:1	<p-n>@2 Samuel 3:1</p-n>	Había una larga guerra entre la casa de Saúl y la casa de David. David se hizo más y más fuerte, pero la casa de Saúl se hizo más y más débil.
(10) @2SA 3:2	<p-n>@2 Samuel 3:2</p-n>	Le nacieron hijos a David en Hebrón. Su primer hijo fue Amnón, por Ahinoam de Jezreel. 
(10) @2SA 3:3	<p-n>@2 Samuel 3:3</p-n>	Su segundo hijo, Quileab, nació de Abigail, la vuida de Nabal de Carmel. El tercero, Absalón, era el hijo de Maaca, hija de Talmai, rey de Gesur.
(10) @2SA 3:4	<p-n>@2 Samuel 3:4</p-n>	El cuarto hijo de David, Adonías, era el hijo de Haguit. Su quinto hijo era Sefatías hijo de Abital, 
(10) @2SA 3:5	<p-n>@2 Samuel 3:5</p-n>	y el sexto, Itream, era el hijo de la esposa de David, Egla. Estos fueron los hijos nacidos a David en Hebrón.
(10) @2SA 3:6	<p-n>@2 Samuel 3:6</p-n>	Pasó que durante la guerra entre la casa de Saúl y la casa de David que Abner se hizo fuerte a sí mismo en la casa de Saúl. 
(10) @2SA 3:7	<p-n>@2 Samuel 3:7</p-n>	Saúl tenía una concubina que se llamaba Rizpa, la hija de Aja. Isboset le dijo a Abner: "¿Por qué tú has dormido con la concubina de mi padre?''
(10) @2SA 3:8	<p-n>@2 Samuel 3:8</p-n>	Entonces Abner estaba muy molesto por las palabras de Isboset y dijo: "¿Soy yo la cabeza de un perro que pertenece a Judá? Hoy yo estoy mostrando fidelidad a la casa de Saúl, tu padre, a sus hermanos, y a sus amigos, por no entregarte a tí a las manos de David. ¿Pero ahora tú me acusas de una ofensa acerca de esta mujer?
(10) @2SA 3:9	<p-n>@2 Samuel 3:9</p-n>	Así me haga Dios a mí, Abner, y aún más, si yo no hago a David como el SEÑOR ha jurado a él, 
(10) @2SA 3:10	<p-n>@2 Samuel 3:10</p-n>	que transfiera el reino de la casa de Saúl y establezca el trono de David sobre Israel y sobre Judá desde Dan hasta Beerseba."
(10) @2SA 3:11	<p-n>@2 Samuel 3:11</p-n>	Isboset no pudo contestarle a Abner otra palabra, porque él le temía.
(10) @2SA 3:12	<p-n>@2 Samuel 3:12</p-n>	Entonces Abner envió mensajeros a David para que hablaran por él diciendo: "¿De quién es esta tierra? Haz un pacto conmigo, y tú verás que mi mano está contigo, para traer a todo Israel a ti. 
(10) @2SA 3:13	<p-n>@2 Samuel 3:13</p-n>	David contestó: "Bien, yo haré un pacto contigo. Pero una cosa te digo, que no podrás verme hasta que me traigas a Mical, hija de Saúl."
(10) @2SA 3:14	<p-n>@2 Samuel 3:14</p-n>	Entonces David envió mensajeros a Isboset, hijo de Saúl, diciendo: "Dame mi esposa Mical, por quien yo pagué precio de cien prepucios de Filisteos." 
(10) @2SA 3:15	<p-n>@2 Samuel 3:15</p-n>	Así que Isboset envió por Mical y la tomó de su esposo, Paltiel hijo de Lais. 
(10) @2SA 3:16	<p-n>@2 Samuel 3:16</p-n>	Su esposo fue con ella, llorando mientras iba, y la siguió hasta Bahurim. Entonces Abner le dijo a él: "regresa a tu casa ahora". Así que él regresó.
(10) @2SA 3:17	<p-n>@2 Samuel 3:17</p-n>	Abner habló con los ancianos de Israel diciendo: "En el pasado ustedes estaban tratando de tener a David como rey sobre ustedes. 
(10) @2SA 3:18	<p-n>@2 Samuel 3:18</p-n>	Ahora háganlo. Pues el SEÑOR ha dicho de David: 'por la mano de mi siervo David yo salvaré a mi pueblo Israel de la mano de los filisteos y de la mano de todos sus enemigos.'"
(10) @2SA 3:19	<p-n>@2 Samuel 3:19</p-n>	Abner también habló personalmente al pueblo de Benjamín. Entonces Abner fue también a hablar con David en Hebrón para explicar todo lo que Israel y toda la casa de Benjamín deseaba realizar. 
(10) @2SA 3:20	<p-n>@2 Samuel 3:20</p-n>	Cuando Abner y veinte de sus hombres llegaron a Hebrón a ver a David, David tenía un banquete preparado para ellos.
(10) @2SA 3:21	<p-n>@2 Samuel 3:21</p-n>	Abner le explicó a David: "Yo me levantaré y reuniré todo Israel a tí, mi señor el Rey, para que ellos hagan un pacto contigo, para que puedas reinar sobre todo lo que tú desees.'' Así que David despidió a Abner, y Abner se fue en paz.
(10) @2SA 3:22	<p-n>@2 Samuel 3:22</p-n>	Entonces los soldados de David y Joab vinieron de una redada y trajeron mucho botín con ellos. Pero Abner no estaba con David en Hebrón. David lo había enviado lejos, y Abner se había ido en paz. 
(10) @2SA 3:23	<p-n>@2 Samuel 3:23</p-n>	Cuando llegó Joab con todo su ejército, ellos le dijeron a Joab: "Abner hijo de Ner vino al rey, y el rey lo despidió y Abner se fue en paz."
(10) @2SA 3:24	<p-n>@2 Samuel 3:24</p-n>	Entonces Joab vino al Rey y dijo: "¿Qué has hecho tú? ¡Mira, Abner vino a ti! ¿Por qué tú lo has despedido, y él se ha ido? 
(10) @2SA 3:25	<p-n>@2 Samuel 3:25</p-n>	¿No sabes tú que Abner hijo de Ner vino a engañarte y descubrir tus planes y a aprender todo lo que estás haciendo?'' 
(10) @2SA 3:26	<p-n>@2 Samuel 3:26</p-n>	Cuando Joab dejó a David, él envió a sus mensajeros tras Abner, y ellos lo trajeron de vuelta del pozo de Sira, pero David no sabía esto.
(10) @2SA 3:27	<p-n>@2 Samuel 3:27</p-n>	Cuando Abner regresó a Hebrón, Joab lo llevó a un lado por el medio del portón para hablar con él silenciosamente. Ahí Joab lo apuñaló en el estómago y lo mató. De esta manera, Joab vengó la sangre de Asael su hermano.
(10) @2SA 3:28	<p-n>@2 Samuel 3:28</p-n>	Cuando David escuchó sobre esto dijo: "Yo y mi reino somos inocentes delante del SEÑOR para siempre respecto a la sangre de Abner hijo de Ner. 
(10) @2SA 3:29	<p-n>@2 Samuel 3:29</p-n>	Que la culpa de la muerte de Abner caiga sobre la cabeza de Joab y sobre toda la casa de su padre. Que nunca falte en la familia de Joab alguien que tenga una llaga con fluído, o enfermedad en la piel o que sea cojo y tenga que caminar con un bastón o quien muera a espada o quien se quede sin comida." 
(10) @2SA 3:30	<p-n>@2 Samuel 3:30</p-n>	Así que Joab y Abisai su hermano mataron a Abner, porque él había matado a su hermano Asael en la batalla en Gabaón.
(10) @2SA 3:31	<p-n>@2 Samuel 3:31</p-n>	David dijo a Joab y a todo el pueblo que estaba con él: "Desgarren su ropa, pónganse tela de saco, y lamenten delante del cuerpo de Abner." Ahora el Rey David caminó detrás del cuerpo en la procesión funeraria. 
(10) @2SA 3:32	<p-n>@2 Samuel 3:32</p-n>	Ellos enterraron a Abner en Hebrón. El rey lloró y gritó fuerte en la tumba de Abner, y todo el pueblo también lloró.
(10) @2SA 3:33	<p-n>@2 Samuel 3:33</p-n>	El rey se lamentó por Abner y cantó: "¿Debía Abner morir como un tonto muere? 
(10) @2SA 3:34	<p-n>@2 Samuel 3:34</p-n>	Tus manos no estaban atadas. Tus pies no estaban encadenados. Como un hombre cae ante los hijos de la injusticia, así tú has caido." Una vez más todo el pueblo lloró sobre él.
(10) @2SA 3:35	<p-n>@2 Samuel 3:35</p-n>	Todo el pueblo vino para hacer que David comiera mientras era todavía de día, pero David juró: "Que así haga Dios conmigo, y aún me añada, si pruebo pan o cualquier otra cosa antes de que el sol se ponga.'' 
(10) @2SA 3:36	<p-n>@2 Samuel 3:36</p-n>	Todo el pueblo notó la pena de David, y les complació a ellos, así como todo lo que el rey hacía les agradaba a ellos.
(10) @2SA 3:37	<p-n>@2 Samuel 3:37</p-n>	Así que, todo el pueblo y todo Israel entendió ese día que no era el deseo del rey matar a Abner hijo de Ner. 
(10) @2SA 3:38	<p-n>@2 Samuel 3:38</p-n>	El rey le dijo a sus siervos: ''¿No saben ustedes que un príncipe y un gran hombre ha caído en este día en Israel? 
(10) @2SA 3:39	<p-n>@2 Samuel 3:39</p-n>	Ahora, yo estoy débil hoy, aunque yo soy un rey ungido. Estos hombres, hijos de Sarvia, son muy crueles para mí. Que el SEÑOR pague al malvado castigándole por su maldad, como se merece".
(10) @2SA 4:1	<p-n>@2 Samuel 4:1</p-n>	Cuando, Isboset, hijo de Saúl, escuchó que Abner había muerto en Hebrón, se debilitó, y todo Israel estuvo preocupado. 
(10) @2SA 4:2	<p-n>@2 Samuel 4:2</p-n>	Ahora, el hijo de Saúl tenía dos hombres quienes eran capitanes de grupos de soldados. El nombre de uno era Baana y el otro Recab, hijos de Rimón el beerotita de la tribu de Benjamín (pues Beerot también es considerado parte de Benjamín, 
(10) @2SA 4:3	<p-n>@2 Samuel 4:3</p-n>	y los beerotitas huyeron a Gitaím y han estado viviendo allí hasta este mismo tiempo).
(10) @2SA 4:4	<p-n>@2 Samuel 4:4</p-n>	Jonatán, hijo de Saúl, tenía un hijo que estaba incapacitado de sus pies. Cuando tenía cinco años de edad y las noticias acerca de Saúl y Jonatán llegaron desde Jezreel, su niñera lo tomó para huir, y mientras corrían el hijo de Jonatán se cayó y quedó inválido. Su nombre era Mefiboset.
(10) @2SA 4:5	<p-n>@2 Samuel 4:5</p-n>	Así que los hijos de Rimón el beerotita, Recab y Baana, viajaron durante el calor del día hacia la casa de Isboset, mientras él descansaba en la tarde. 
(10) @2SA 4:6	<p-n>@2 Samuel 4:6</p-n>	La mujer que guardaba la puerta se quedó dormida mientras limpiaba el trigo, y Recab y Baana entraron silenciosamente y le pasaron de largo a ella. 
(10) @2SA 4:7	<p-n>@2 Samuel 4:7</p-n>	Así que después que entraron a la casa, lo atacaron y lo mataron mientras estaba acostado en su cama en su habitación. Entonces, le cortaron la cabeza y se la llevaron, viajando por el camino toda la noche hacia Arabá.
(10) @2SA 4:8	<p-n>@2 Samuel 4:8</p-n>	Le llevaron la cabeza de Isboset a David en Hebrón, y ellos le dijeron al rey: "Mira, esta es la cabeza de Isboset hijo de Saúl, tu enemigo, quien procuró tu vida. Hoy el SEÑOR ha vengado a nuestro señor el rey en contra de Saúl y sus descendientes." 
(10) @2SA 4:9	<p-n>@2 Samuel 4:9</p-n>	David le contestó a Recab y a Baana su hermano, los hijos de Rimón el beerotita; él les dijo: "Vive el SEÑOR quien rescató mi vida de cada problema, 
(10) @2SA 4:10	<p-n>@2 Samuel 4:10</p-n>	cuando alguien me dijo: 'Mira, Saúl está muerto', pensando que traía buenas noticias, yo lo agarré y lo maté en Siclag. Esa fue la recompensa que le dí por sus noticias.
(10) @2SA 4:11	<p-n>@2 Samuel 4:11</p-n>	Cuánto más a los hombres malvados que han matado a una persona inocente en su propia casa, en su cama, ¿no debería yo demandar ahora su sangre de las manos de ustedes, y removerlos de la tierra?" 
(10) @2SA 4:12	<p-n>@2 Samuel 4:12</p-n>	Entonces David le dio órdenes a los jóvenes, y ellos los mataron y les cortaron las manos y los pies y los colgaron al lado del estanque en Hebrón. Pero tomaron la cabeza de Isboset y la enterraron en la tumba de Abner en Hebrón.
(10) @2SA 5:1	<p-n>@2 Samuel 5:1</p-n>	Entonces, todas las tribus de Israel vinieron a David en Hebrón y dijeron:"Mira, nosotros somos tu carne y huesos. 
(10) @2SA 5:2	<p-n>@2 Samuel 5:2</p-n>	En el pasado reciente, cuando Saúl era rey sobre nosotros, eras tú quien dirigió el ejército Israelí. el SEÑOR dijo: 'Tu pastorearás Mi pueblo de Israel, y tu te convertirás en el gobernante sobre Israel."
(10) @2SA 5:3	<p-n>@2 Samuel 5:3</p-n>	Asi que todos los ancianos de Israel vinieron al rey en Hebrón, y el Rey David hizo un pacto con ellos delante del SEÑOR. Ellos ungieron a David como rey sobre Israel. 
(10) @2SA 5:4	<p-n>@2 Samuel 5:4</p-n>	David tenía treinta años cuando comenzó a reinar, y reinó cuarenta años. 
(10) @2SA 5:5	<p-n>@2 Samuel 5:5</p-n>	En Hebrón él reinó sobre Judá siete años y seis meses, y en Jerusalén él reinó treinta y tres años sobre todo Israel y Judá.
(10) @2SA 5:6	<p-n>@2 Samuel 5:6</p-n>	El rey y sus hombres fueron a Jerusalén contra los Jebusitas, los habitantes de la tierra. Ellos le dijeron a David:" Tu no vendrás aquí excepto para ser echado de aquí por el ciego y el cojo. David no puede venir aquí." 
(10) @2SA 5:7	<p-n>@2 Samuel 5:7</p-n>	Sin embargo, David capturó a la fortaleza de Zión, la cual es ahora la ciudad de David.
(10) @2SA 5:8	<p-n>@2 Samuel 5:8</p-n>	En ese tiempo David dijo: "Aquellos que ataquen a los Jebusitas tendrán que ir a través de tunel de agua para alcanzar los 'cojos y los ciegos' quienes son los enemigos de David." Por eso es que la gente dice: " El 'ciego y el cojo' no entrará al palacio. 
(10) @2SA 5:9	<p-n>@2 Samuel 5:9</p-n>	Asi que David vivió en la fortaleza y la llamó la ciudad de David. El fortificó alrededor de ella, desde la terraza hacia adentro. 
(10) @2SA 5:10	<p-n>@2 Samuel 5:10</p-n>	David se hizo muy poderoso porque el SEÑOR, el Dios de los ejércitos, estaba con él.
(10) @2SA 5:11	<p-n>@2 Samuel 5:11</p-n>	Entonces Hiram rey de Tiro envió mensajeros a David, y árboles de cedro, carpinteros, y albañiles. Ellos construyeron una casa para David. 
(10) @2SA 5:12	<p-n>@2 Samuel 5:12</p-n>	David sabía que el SEÑOR le había establecido como rey sobre Israel, y que Él habia exaltado su reino por causa de su pueblo Israel.
(10) @2SA 5:13	<p-n>@2 Samuel 5:13</p-n>	Luego que David salió de Hebrón y vino a Jerusalén, él tomó más concubinas y esposas en Jerusalén, y más hijos e hijas le nacieron. 
(10) @2SA 5:14	<p-n>@2 Samuel 5:14</p-n>	Estos fueron los nombres de los hijos que le nacieron en Jerusalén: Samúa, Sobab, Natán, Salomón, 
(10) @2SA 5:15	<p-n>@2 Samuel 5:15</p-n>	Ibar, Elisúa, Nefeg, Jafía, 
(10) @2SA 5:16	<p-n>@2 Samuel 5:16</p-n>	Elisama, Eliada, y Elifelet.
(10) @2SA 5:17	<p-n>@2 Samuel 5:17</p-n>	Ahora cuando los filisteos oyeron que David había sido ungido como rey sobre Israel, salieron a buscarle. David se enteró de eso y bajó a la fortaleza. 
(10) @2SA 5:18	<p-n>@2 Samuel 5:18</p-n>	Y los filisteos llegaron y se esparcieron por el valle de Refaim.
(10) @2SA 5:19	<p-n>@2 Samuel 5:19</p-n>	Entonces David le pidió ayuda al SEÑOR. él dijo: "¿Debo atacar a los filisteos? ¿Nos darás la victoria sobre ellos? El SEÑOR le dijo a David:" Ataca, porque Yo ciertamente te daré la victoria sobre los filisteos." 
(10) @2SA 5:20	<p-n>@2 Samuel 5:20</p-n>	Así que, David atacó en Baal Perazim, y allí él los derrotó. Él comentó:" El SEÑOR ha irrumpido sobre mis enemigos ante mi como una corriente de agua impetuosa." Así que el nombre de ese lugar se llamó Baal Perazim. 
(10) @2SA 5:21	<p-n>@2 Samuel 5:21</p-n>	Los filisteos dejaron sus ídolos allí, y David y sus hombres los llevaron fuera.
